manufacturer,type,class,buzzwords1,buzzwords2,buzzwords3,B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,drag_coeff
BMW,Limousine,UKL,Praktisch,Sportlich,Hochqualitativ,-380.0,-115.0,-836.0,-79.0,-849.0,329.0,-749.0,462.0,328.0,687.0,1052.0,1062.0,1705.0,1141.0,2520.0,1060.0,2597.0,1041.0,3168.0,813.0,3533.0,778.0,3605.0,217.0,3544.0,-4.0,3041.0,-77.0,2670.0,0.0,2287.0,-117.0,393.0,-131.0,575.0,-40.0,1415.0,217.0,1697.0,-69.0,2219.0,244.0,0.22605567
MINI,Touring/Kombi,UKL,Praktisch,Modern,Hochqualitativ,-775.0,-96.0,-384.0,-113.0,-788.0,194.0,-717.0,430.0,312.0,693.0,842.0,1057.0,1873.0,1148.0,2538.0,1133.0,3095.0,1024.0,3279.0,747.0,3408.0,586.0,3464.0,249.0,3370.0,-31.0,3044.0,-76.0,2670.0,0.0,2302.0,-120.0,383.0,-148.0,575.0,-41.0,1415.0,215.0,1703.0,-72.0,2209.0,242.0,0.2879222
MINI,Touring/Kombi,UKL,Praktisch,Modern,Hochqualitativ,-384.0,-113.0,-775.0,-96.0,-801.0,175.0,-717.0,426.0,270.0,688.0,841.0,1057.0,1801.0,1150.0,2549.0,1132.0,3095.0,1024.0,3292.0,728.0,3408.0,584.0,3464.0,251.0,3369.0,-32.0,3043.0,-76.0,2670.0,0.0,2302.0,-120.0,383.0,-148.0,575.0,-41.0,1415.0,215.0,1703.0,-72.0,2209.0,242.0,0.32333964
MINI,Hatchback,UKL,Praktisch,Modern,Klein,-373.0,-114.0,-686.0,-114.0,-750.0,238.0,-664.0,433.0,294.0,677.0,785.0,1051.0,1693.0,1146.0,2436.0,1121.0,2681.0,1031.0,3013.0,737.0,3138.0,598.0,3231.0,226.0,3186.0,-19.0,2946.0,-66.0,2567.0,0.0,2191.0,-127.0,387.0,-127.0,576.0,-43.0,1415.0,217.0,1700.0,-73.0,2151.0,251.0,0.3558069
MINI,Hatchback,UKL,Praktisch,Modern,Klein,-374.0,-114.0,-760.0,-96.0,-761.0,234.0,-637.0,460.0,292.0,678.0,785.0,1050.0,1632.0,1146.0,2464.0,1119.0,2692.0,1022.0,3000.0,756.0,3137.0,598.0,3251.0,186.0,3235.0,-18.0,2950.0,-72.0,2567.0,0.0,2191.0,-105.0,389.0,-135.0,576.0,-43.0,1415.0,217.0,1700.0,-73.0,2151.0,251.0,0.34598517
MINI,Hatchback,UKL,Praktisch,Modern,Klein,-374.0,-114.0,-731.0,-103.0,-750.0,238.0,-672.0,417.0,293.0,678.0,784.0,1048.0,1633.0,1146.0,2462.0,1119.0,2682.0,1032.0,3000.0,756.0,3138.0,596.0,3231.0,207.0,3193.0,-15.0,2954.0,-66.0,2567.0,0.0,2183.0,-105.0,394.0,-135.0,576.0,-43.0,1415.0,217.0,1700.0,-73.0,2151.0,251.0,0.35072604
MINI,Hatchback,UKL,Klein,Praktisch,Modern,-374.0,-115.0,-762.0,-95.0,-761.0,195.0,-641.0,456.0,294.0,676.0,781.0,1046.0,1549.0,1134.0,2422.0,1106.0,2641.0,1007.0,2870.0,736.0,3003.0,576.0,3091.0,174.0,3074.0,-29.0,2875.0,-58.0,2495.0,0.0,2113.0,-113.0,387.0,-139.0,576.0,-46.0,1415.0,212.0,1704.0,-78.0,2119.0,234.0,0.35264105
MINI,Hatchback,UKL,Klein,Praktisch,Modern,-373.0,-114.0,-686.0,-114.0,-750.0,240.0,-670.0,419.0,295.0,675.0,779.0,1044.0,1610.0,1135.0,2433.0,1104.0,2631.0,1017.0,2873.0,724.0,3003.0,577.0,3071.0,229.0,3050.0,-15.0,2884.0,-55.0,2495.0,0.0,2120.0,-134.0,387.0,-134.0,576.0,-46.0,1415.0,212.0,1704.0,-78.0,2119.0,234.0,0.3591426
MINI,Hatchback,UKL,Klein,Praktisch,Nachhaltig,-380.0,-101.0,-766.0,-72.0,-753.0,232.0,-514.0,538.0,295.0,689.0,783.0,1058.0,1551.0,1146.0,2404.0,1117.0,2633.0,1027.0,2871.0,747.0,3006.0,600.0,3079.0,96.0,3061.0,-35.0,2895.0,-50.0,2495.0,0.0,2121.0,-102.0,389.0,-126.0,576.0,-34.0,1416.0,223.0,1704.0,-67.0,2120.0,245.0,0.35941815
MINI,Hatchback,UKL,Klein,Praktisch,Nachhaltig,-406.0,-105.0,-760.0,-82.0,-761.0,203.0,-645.0,466.0,295.0,689.0,788.0,1060.0,1548.0,1146.0,2420.0,1116.0,2634.0,1028.0,2870.0,744.0,3003.0,586.0,3079.0,97.0,3064.0,-34.0,2888.0,-45.0,2495.0,0.0,2118.0,-102.0,395.0,-126.0,576.0,-34.0,1415.0,223.0,1704.0,-67.0,2119.0,245.0,0.3579926
MINI,Hatchback,UKL,Klein,Praktisch,Modern,-386.0,-115.0,-720.0,-106.0,-750.0,237.0,-655.0,443.0,295.0,674.0,777.0,1039.0,1550.0,1135.0,2391.0,1108.0,2631.0,1017.0,2873.0,724.0,3003.0,577.0,3071.0,212.0,3012.0,-52.0,2884.0,-55.0,2495.0,0.0,2126.0,-111.0,400.0,-138.0,576.0,-46.0,1415.0,212.0,1704.0,-78.0,2119.0,234.0,0.3553325
MINI,Hatchback,UKL,Klein,Modern,Sportlich,-397.0,-115.0,-735.0,-99.0,-750.0,236.0,-663.0,433.0,294.0,679.0,787.0,1047.0,1985.0,1136.0,2324.0,1119.0,2544.0,997.0,2874.0,711.0,3003.0,576.0,3071.0,215.0,3050.0,-15.0,2899.0,-62.0,2495.0,0.0,2117.0,-113.0,407.0,-140.0,576.0,-46.0,1415.0,211.0,1674.0,-79.0,2119.0,233.0,0.3449775
MINI,Hatchback,UKL,Klein,Modern,Sportlich,-378.0,-114.0,-758.0,-96.0,-761.0,202.0,-619.0,474.0,294.0,676.0,787.0,1046.0,1996.0,1136.0,2360.0,1118.0,2544.0,997.0,2846.0,726.0,3005.0,589.0,3091.0,171.0,3075.0,-29.0,2867.0,-57.0,2495.0,0.0,2118.0,-113.0,387.0,-139.0,576.0,-46.0,1415.0,211.0,1674.0,-79.0,2119.0,233.0,0.33639297
MINI,Hatchback,UKL,Klein,Modern,Sportlich,-397.0,-115.0,-720.0,-106.0,-750.0,238.0,-655.0,443.0,294.0,676.0,787.0,1044.0,1988.0,1136.0,2325.0,1119.0,2475.0,1084.0,2873.0,709.0,3003.0,577.0,3071.0,213.0,3014.0,-52.0,2899.0,-62.0,2495.0,0.0,2117.0,-113.0,409.0,-138.0,576.0,-46.0,1415.0,211.0,1674.0,-79.0,2119.0,233.0,0.36147887
MINI,SUV/SAV,UKL,Praktisch,Modern,Hochqualitativ,-426.0,-109.0,-821.0,-88.0,-836.0,203.0,-720.0,529.0,221.0,729.0,838.0,1146.0,1812.0,1249.0,2537.0,1222.0,3050.0,1081.0,3243.0,817.0,3364.0,688.0,3462.0,164.0,3426.0,-7.0,3085.0,-50.0,2670.0,0.0,2262.0,-117.0,407.0,-138.0,594.0,-26.0,1379.0,291.0,1597.0,-66.0,2191.0,320.0,0.32436106
MINI,SUV/SAV,UKL,Praktisch,Modern,Hochqualitativ,-422.0,-109.0,-811.0,-81.0,-835.0,140.0,-719.0,532.0,221.0,729.0,841.0,1149.0,1742.0,1249.0,2580.0,1219.0,3052.0,1078.0,3245.0,816.0,3366.0,684.0,3462.0,205.0,3417.0,-21.0,3080.0,-51.0,2670.0,0.0,2262.0,-117.0,407.0,-138.0,594.0,-26.0,1379.0,291.0,1597.0,-66.0,2191.0,320.0,0.30360734
MINI,SUV/SAV,UKL,Praktisch,Modern,Nachhaltig,-422.0,-109.0,-807.0,-84.0,-834.0,140.0,-719.0,527.0,262.0,735.0,841.0,1144.0,1743.0,1246.0,2580.0,1214.0,3051.0,1073.0,3246.0,811.0,3365.0,678.0,3462.0,200.0,3417.0,-26.0,3080.0,-57.0,2670.0,0.0,2262.0,-121.0,407.0,-140.0,594.0,-28.0,1379.0,288.0,1628.0,-38.0,2199.0,345.0,0.30603403
MINI,SUV/SAV,UKL,Praktisch,Modern,Nachhaltig,-426.0,-110.0,-821.0,-87.0,-836.0,216.0,-720.0,527.0,222.0,727.0,840.0,1144.0,1742.0,1245.0,2579.0,1214.0,3051.0,1073.0,3245.0,811.0,3365.0,679.0,3462.0,156.0,3414.0,-16.0,3085.0,-56.0,2670.0,0.0,2262.0,-121.0,407.0,-140.0,594.0,-28.0,1379.0,288.0,1628.0,-38.0,2199.0,345.0,0.30630392
BMW,SUV/SAV,KKL,Praktisch,Modern,Nachhaltig,-443.0,-109.0,-732.0,-48.0,-856.0,235.0,-775.0,573.0,519.0,794.0,1169.0,1207.0,2119.0,1333.0,2782.0,1302.0,3461.0,1129.0,3745.0,864.0,3800.0,834.0,3852.0,188.0,3782.0,9.0,3302.0,-69.0,2864.0,0.0,2433.0,-107.0,432.0,-112.0,796.0,37.0,1584.0,351.0,1832.0,19.0,2408.0,361.0,0.30797046
BMW,SUV/SAV,MKL,Sportlich,Praktisch,Modern,-434.0,-172.0,-832.0,-12.0,-874.0,248.0,-853.0,567.0,490.0,846.0,1189.0,1285.0,2282.0,1397.0,2885.0,1381.0,3593.0,1221.0,3918.0,917.0,3972.0,865.0,4047.0,123.0,3970.0,24.0,3375.0,-133.0,2975.0,0.0,2543.0,-148.0,451.0,-131.0,850.0,72.0,1604.0,416.0,1890.0,114.0,2480.0,440.0,0.28012383
BMW,SUV/SAV,MKL,Sportlich,Praktisch,Modern,-435.0,-182.0,-832.0,-21.0,-874.0,239.0,-853.0,558.0,490.0,837.0,1189.0,1276.0,2279.0,1388.0,2687.0,1381.0,3593.0,1212.0,3918.0,908.0,3972.0,854.0,4048.0,113.0,3983.0,16.0,3375.0,-143.0,2975.0,0.0,2543.0,-157.0,451.0,-140.0,850.0,63.0,1604.0,407.0,1938.0,105.0,2385.0,432.0,0.2954777
BMW,SUV/SAV,MKL,Sportlich,Praktisch,Nachhaltig,-434.0,-173.0,-832.0,-13.0,-875.0,248.0,-856.0,564.0,490.0,846.0,1188.0,1284.0,2303.0,1397.0,2858.0,1382.0,3593.0,1221.0,3918.0,917.0,3972.0,866.0,4047.0,124.0,3983.0,25.0,3375.0,-133.0,2975.0,0.0,2543.0,-148.0,451.0,-132.0,850.0,71.0,1604.0,416.0,1890.0,114.0,2480.0,440.0,0.28211668
BMW,SAC,MKL,Sportlich,Maskulin,Modern,-436.0,-113.0,-660.0,-88.0,-878.0,263.0,-854.0,565.0,493.0,845.0,1199.0,1240.0,1894.0,1342.0,2802.0,1257.0,3073.0,1187.0,3845.0,938.0,4012.0,841.0,4056.0,227.0,3888.0,16.0,3440.0,-55.0,2975.0,0.0,2525.0,-113.0,454.0,-117.0,831.0,70.0,1616.0,386.0,1899.0,75.0,2460.0,371.0,0.28906563
BMW,SUV/SAV,MKL,Highclass,Groß,Modern,-465.0,-139.0,-845.0,-38.0,-874.0,259.0,-853.0,580.0,490.0,837.0,1191.0,1274.0,2580.0,1434.0,2963.0,1428.0,3826.0,1290.0,4167.0,916.0,4204.0,880.0,4277.0,113.0,4172.0,22.0,3589.0,-92.0,3105.0,0.0,2657.0,-147.0,478.0,-141.0,850.0,61.0,1605.0,404.0,1932.0,102.0,2414.0,454.0,0.3233443
BMW,SUV/SAV,GKL,Highclass,Groß,Modern,-466.0,-139.0,-635.0,-106.0,-874.0,256.0,-849.0,587.0,491.0,836.0,1191.0,1274.0,2515.0,1434.0,2806.0,1432.0,3826.0,1290.0,4167.0,916.0,4222.0,768.0,4277.0,113.0,4202.0,25.0,3589.0,-92.0,3105.0,0.0,2657.0,-147.0,478.0,-141.0,850.0,61.0,1605.0,404.0,1921.0,102.0,2436.0,453.0,0.34229177
BMW,SUV/SAV,KKL,Sportlich,Praktisch,Nachhaltig,-422.0,-111.0,-776.0,-34.0,-859.0,240.0,-828.0,517.0,520.0,794.0,1170.0,1206.0,2114.0,1331.0,2790.0,1299.0,3461.0,1127.0,3746.0,861.0,3800.0,832.0,3872.0,231.0,3844.0,14.0,3306.0,-72.0,2864.0,0.0,2456.0,-155.0,434.0,-154.0,796.0,37.0,1584.0,350.0,1840.0,33.0,2409.0,359.0,0.2827044
BMW,SUV/SAV,KKL,Sportlich,Praktisch,Nachhaltig,-421.0,-116.0,-825.0,-12.0,-858.0,212.0,-808.0,543.0,515.0,795.0,1169.0,1208.0,2147.0,1334.0,2790.0,1302.0,3460.0,1131.0,3744.0,866.0,3799.0,836.0,3869.0,182.0,3841.0,14.0,3300.0,-66.0,2864.0,0.0,2433.0,-105.0,437.0,-120.0,796.0,38.0,1584.0,352.0,1848.0,21.0,2408.0,362.0,0.2823485
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-415.0,-145.0,-865.0,-100.0,-880.0,151.0,-789.0,431.0,621.0,669.0,1285.0,1045.0,2086.0,1145.0,2865.0,1075.0,2901.0,1066.0,3601.0,783.0,4101.0,726.0,4217.0,133.0,4165.0,-23.0,3523.0,-120.0,3070.0,0.0,2649.0,-167.0,428.0,-178.0,781.0,-67.0,1618.0,192.0,1885.0,-100.0,2525.0,203.0,0.20608559
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-424.0,-147.0,-756.0,-130.0,-901.0,136.0,-834.0,442.0,622.0,669.0,1286.0,1048.0,2118.0,1146.0,2794.0,1091.0,2902.0,1065.0,3601.0,783.0,4104.0,724.0,4219.0,117.0,4159.0,-24.0,3528.0,-120.0,3070.0,0.0,2657.0,-164.0,422.0,-178.0,781.0,-67.0,1618.0,192.0,1885.0,-100.0,2525.0,203.0,0.20961118
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-419.0,-145.0,-871.0,-96.0,-880.0,151.0,-833.0,389.0,620.0,669.0,1287.0,1048.0,2168.0,1157.0,2957.0,1095.0,3043.0,1074.0,3742.0,783.0,4240.0,726.0,4357.0,130.0,4305.0,-23.0,3666.0,-120.0,3210.0,0.0,2788.0,-165.0,422.0,-178.0,781.0,-68.0,1618.0,192.0,2060.0,-100.0,2665.0,203.0,0.2041902
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-432.0,-148.0,-894.0,-93.0,-901.0,133.0,-834.0,442.0,622.0,669.0,1287.0,1048.0,2191.0,1157.0,2978.0,1090.0,3044.0,1072.0,3741.0,783.0,4242.0,725.0,4359.0,115.0,4304.0,-24.0,3665.0,-120.0,3210.0,0.0,2789.0,-165.0,422.0,-178.0,781.0,-68.0,1618.0,192.0,2060.0,-100.0,2665.0,203.0,0.20342445
BMW,Roadster,GKL,Sportlich,Highclass,Modern,-396.0,-159.0,-937.0,-104.0,-947.0,112.0,-888.0,354.0,630.0,656.0,1311.0,971.0,1808.0,1025.0,2528.0,961.0,2720.0,915.0,3116.0,742.0,3836.0,627.0,3894.0,143.0,3796.0,-60.0,3249.0,-135.0,2822.0,0.0,2429.0,-168.0,401.0,-180.0,766.0,-71.0,1630.0,152.0,1906.0,-108.0,2299.0,167.0,0.24223465
BMW,Coupe,GKL,Sportlich,Highclass,Modern,-401.0,-159.0,-928.0,-106.0,-947.0,124.0,-888.0,355.0,630.0,657.0,1311.0,972.0,1757.0,1027.0,2539.0,937.0,2483.0,949.0,3352.0,724.0,3836.0,628.0,3895.0,143.0,3796.0,-59.0,3249.0,-134.0,2822.0,0.0,2429.0,-168.0,408.0,-180.0,762.0,-70.0,1634.0,153.0,1906.0,-107.0,2299.0,168.0,0.24066225
BMW,Coupe,GKL,Sportlich,Highclass,Modern,-407.0,-160.0,-942.0,-104.0,-947.0,121.0,-894.0,349.0,625.0,660.0,1303.0,989.0,2027.0,1088.0,2822.0,1020.0,2954.0,989.0,3555.0,752.0,4058.0,702.0,4125.0,159.0,4060.0,-49.0,3437.0,-127.0,3023.0,0.0,2622.0,-160.0,409.0,-178.0,766.0,-68.0,1631.0,154.0,1938.0,-103.0,2519.0,173.0,0.20339125
BMW,Limousine,KKL,Praktisch,Sportlich,Modern,-383.0,-120.0,-688.0,-109.0,-799.0,169.0,-737.0,405.0,541.0,671.0,1235.0,1039.0,2004.0,1136.0,2701.0,1068.0,2768.0,1051.0,3407.0,779.0,3821.0,739.0,3909.0,105.0,3802.0,4.0,3254.0,-80.0,2851.0,0.0,2464.0,-132.0,382.0,-147.0,724.0,-53.0,1572.0,194.0,1851.0,-90.0,2401.0,206.0,0.22780812
BMW,Limousine,KKL,Praktisch,Sportlich,Nachhaltig,-388.0,-114.0,-771.0,-84.0,-799.0,175.0,-737.0,412.0,542.0,676.0,1236.0,1044.0,2006.0,1140.0,2693.0,1072.0,2769.0,1054.0,3408.0,781.0,3822.0,741.0,3909.0,105.0,3858.0,8.0,3255.0,-78.0,2851.0,0.0,2460.0,-130.0,386.0,-141.0,724.0,-48.0,1572.0,198.0,1851.0,-86.0,2402.0,209.0,0.22691876
BMW,Touring/Kombi,KKL,Praktisch,Modern,Sportlich,-386.0,-120.0,-760.0,-94.0,-799.0,177.0,-737.0,405.0,542.0,671.0,1236.0,1038.0,2148.0,1136.0,2752.0,1121.0,3455.0,991.0,3815.0,731.0,3854.0,695.0,3909.0,219.0,3860.0,5.0,3259.0,-83.0,2851.0,0.0,2464.0,-135.0,386.0,-147.0,724.0,-54.0,1572.0,192.0,1851.0,-92.0,2401.0,204.0,0.32307118
BMW,Touring/Kombi,KKL,Praktisch,Modern,Nachhaltig,-386.0,-115.0,-776.0,-83.0,-799.0,182.0,-737.0,410.0,542.0,674.0,1238.0,1042.0,2132.0,1138.0,2836.0,1117.0,3456.0,992.0,3816.0,731.0,3855.0,696.0,3910.0,223.0,3859.0,3.0,3259.0,-83.0,2851.0,0.0,2464.0,-133.0,386.0,-143.0,724.0,-50.0,1573.0,195.0,1851.0,-89.0,2402.0,205.0,0.31861043
BMW,Coupe,KKL,Sportlich,Maskulin,Modern,-368.0,-168.0,-796.0,-119.0,-858.0,271.0,-749.0,411.0,590.0,651.0,1256.0,1009.0,1794.0,1079.0,2635.0,986.0,2685.0,973.0,3390.0,746.0,3830.0,699.0,3909.0,139.0,3864.0,-17.0,3248.0,-105.0,2851.0,0.0,2480.0,-157.0,392.0,-157.0,719.0,-69.0,1574.0,168.0,1864.0,-109.0,2390.0,174.0,0.21111646
BMW,Roadster,KKL,Sportlich,Modern,Aerodynamisch,-368.0,-168.0,-848.0,-104.0,-858.0,271.0,-742.0,414.0,595.0,664.0,1258.0,1013.0,1876.0,1080.0,2582.0,1007.0,2727.0,962.0,3142.0,759.0,3804.0,715.0,3910.0,141.0,3859.0,-20.0,3251.0,-105.0,2851.0,0.0,2480.0,-157.0,392.0,-157.0,718.0,-69.0,1574.0,168.0,1874.0,-110.0,2344.0,204.0,0.21091847
BMW,Coupe,KKL,Sportlich,Modern,Praktisch,-395.0,-152.0,-767.0,-130.0,-862.0,258.0,-753.0,430.0,540.0,677.0,1247.0,1044.0,1980.0,1128.0,2687.0,1065.0,2807.0,1040.0,3609.0,757.0,3837.0,754.0,3921.0,190.0,3856.0,-23.0,3269.0,-124.0,2856.0,0.0,2460.0,-166.0,398.0,-169.0,723.0,-47.0,1572.0,198.0,1856.0,-84.0,2384.0,217.0,0.25350296
BMW,Limousine,KKL,Sportlich,Modern,Praktisch,-380.0,-115.0,-685.0,-107.0,-800.0,177.0,-741.0,408.0,537.0,676.0,1237.0,1045.0,2063.0,1142.0,2808.0,1078.0,2881.0,1058.0,3518.0,783.0,3931.0,743.0,4019.0,112.0,3955.0,9.0,3361.0,-77.0,2961.0,0.0,2574.0,-129.0,386.0,-142.0,724.0,-49.0,1551.0,209.0,1841.0,-85.0,2487.0,222.0,0.21713609
BMW,Limousine,MKL,Sportlich,Praktisch,Modern,-412.0,-135.0,-840.0,-85.0,-861.0,158.0,-775.0,437.0,611.0,678.0,1288.0,1056.0,2064.0,1153.0,2780.0,1091.0,2846.0,1074.0,3546.0,788.0,3995.0,731.0,4073.0,143.0,3992.0,-5.0,3381.0,-86.0,2975.0,0.0,2582.0,-129.0,400.0,-148.0,779.0,-51.0,1619.0,206.0,1890.0,-85.0,2475.0,208.0,0.22032215
BMW,Limousine,MKL,Sportlich,Praktisch,Nachhaltig,-393.0,-129.0,-869.0,-69.0,-882.0,83.0,-806.0,411.0,613.0,685.0,1289.0,1062.0,2112.0,1158.0,2764.0,1098.0,2847.0,1078.0,3546.0,792.0,3996.0,735.0,4081.0,119.0,4028.0,4.0,3379.0,-82.0,2975.0,0.0,2587.0,-124.0,397.0,-140.0,779.0,-45.0,1619.0,211.0,1890.0,-80.0,2475.0,213.0,0.21799804
BMW,Limousine,MKL,Sportlich,Praktisch,Nachhaltig,-412.0,-128.0,-711.0,-111.0,-861.0,169.0,-768.0,450.0,612.0,684.0,1289.0,1061.0,2066.0,1158.0,2778.0,1096.0,2846.0,1079.0,3545.0,793.0,3998.0,735.0,4073.0,148.0,3984.0,-3.0,3381.0,-82.0,2975.0,0.0,2581.0,-125.0,400.0,-142.0,779.0,-45.0,1619.0,211.0,1890.0,-80.0,2475.0,213.0,0.2196739
BMW,Touring/Kombi,MKL,Praktisch,Sportlich,Modern,-413.0,-133.0,-840.0,-81.0,-861.0,163.0,-809.0,400.0,613.0,677.0,1292.0,1053.0,2247.0,1150.0,2853.0,1138.0,3535.0,1015.0,3941.0,749.0,4026.0,683.0,4081.0,211.0,4037.0,-9.0,3376.0,-98.0,2975.0,0.0,2580.0,-137.0,400.0,-149.0,779.0,-53.0,1620.0,201.0,1890.0,-91.0,2476.0,201.0,0.3122847
BMW,Touring/Kombi,MKL,Praktisch,Sportlich,Modern,-394.0,-125.0,-849.0,-80.0,-882.0,80.0,-807.0,406.0,613.0,677.0,1292.0,1053.0,2195.0,1150.0,2873.0,1137.0,3536.0,1015.0,3941.0,749.0,4027.0,683.0,4080.0,221.0,4029.0,-12.0,3368.0,-96.0,2975.0,0.0,2588.0,-135.0,397.0,-146.0,779.0,-53.0,1620.0,201.0,1890.0,-91.0,2476.0,201.0,0.30137187
BMW,Touring/Kombi,MKL,Praktisch,Sportlich,Nachhaltig,-394.0,-127.0,-871.0,-73.0,-882.0,77.0,-805.0,405.0,614.0,676.0,1292.0,1052.0,2325.0,1150.0,2913.0,1135.0,3536.0,1016.0,3942.0,749.0,4027.0,683.0,4081.0,229.0,4031.0,-9.0,3371.0,-98.0,2975.0,0.0,2586.0,-137.0,399.0,-150.0,779.0,-54.0,1620.0,201.0,1890.0,-91.0,2476.0,201.0,0.30816832
BMW,Limousine,MKL,Sportlich,Modern,Elegant,-422.0,-129.0,-825.0,-97.0,-871.0,169.0,-813.0,422.0,570.0,721.0,1275.0,1115.0,2013.0,1217.0,2924.0,1133.0,3219.0,1066.0,3960.0,815.0,4161.0,784.0,4221.0,195.0,4162.0,-10.0,3504.0,-102.0,3070.0,0.0,2663.0,-141.0,431.0,-163.0,792.0,-31.0,1615.0,245.0,1833.0,-86.0,2541.0,244.0,0.2079828
BMW,Limousine,MKL,Sportlich,Modern,Elegant,-414.0,-128.0,-737.0,-109.0,-874.0,194.0,-813.0,423.0,570.0,720.0,1275.0,1115.0,2044.0,1217.0,2913.0,1135.0,3218.0,1067.0,3959.0,815.0,4173.0,752.0,4218.0,216.0,4162.0,-10.0,3502.0,-101.0,3070.0,0.0,2662.0,-142.0,431.0,-163.0,792.0,-31.0,1615.0,245.0,1833.0,-86.0,2541.0,244.0,0.2088336
BMW,Limousine,MKL,Sportlich,Praktisch,Modern,-409.0,-127.0,-835.0,-79.0,-861.0,166.0,-811.0,404.0,612.0,685.0,1289.0,1063.0,2133.0,1165.0,2900.0,1108.0,2979.0,1089.0,3677.0,795.0,4128.0,737.0,4204.0,152.0,4167.0,8.0,3512.0,-80.0,3105.0,0.0,2719.0,-122.0,400.0,-141.0,779.0,-44.0,1620.0,213.0,1888.0,-79.0,2574.0,233.0,0.20368126
BMW,Limousine,MKL,Sportlich,Praktisch,Modern,-409.0,-127.0,-769.0,-96.0,-861.0,167.0,-818.0,391.0,611.0,685.0,1289.0,1063.0,2162.0,1166.0,2914.0,1107.0,2978.0,1089.0,3676.0,795.0,4127.0,737.0,4203.0,149.0,4176.0,21.0,3511.0,-80.0,3105.0,0.0,2718.0,-122.0,400.0,-141.0,779.0,-44.0,1619.0,213.0,1888.0,-79.0,2573.0,233.0,0.20489982
BMW,Limousine,MKL,Sportlich,Praktisch,Nachhaltig,-405.0,-125.0,-859.0,-69.0,-882.0,88.0,-804.0,414.0,614.0,682.0,1293.0,1057.0,2125.0,1156.0,2944.0,1087.0,2983.0,1077.0,3679.0,779.0,4129.0,720.0,4211.0,233.0,4158.0,-12.0,3509.0,-95.0,3105.0,0.0,2718.0,-134.0,398.0,-143.0,779.0,-48.0,1620.0,205.0,1888.0,-87.0,2574.0,222.0,0.19158024
BMW,Limousine,MKL,Sportlich,Praktisch,Nachhaltig,-409.0,-126.0,-832.0,-77.0,-861.0,174.0,-759.0,461.0,614.0,682.0,1294.0,1057.0,2131.0,1156.0,2883.0,1098.0,2983.0,1077.0,3679.0,779.0,4129.0,720.0,4204.0,132.0,4153.0,-13.0,3511.0,-95.0,3105.0,0.0,2710.0,-135.0,405.0,-143.0,779.0,-48.0,1620.0,205.0,1888.0,-87.0,2574.0,222.0,0.2080501
BMW,Hatchback,UKL,Nachhaltig,Praktisch,Klein,-414.0,-136.0,-684.0,-98.0,-707.0,47.0,-589.0,516.0,-63.0,737.0,926.0,1211.0,1581.0,1250.0,2466.0,1200.0,2875.0,1076.0,3167.0,805.0,3233.0,612.0,3292.0,148.0,3199.0,-55.0,2996.0,-113.0,2570.0,0.0,2194.0,-166.0,371.0,-166.0,552.0,53.0,1362.0,342.0,1642.0,49.0,2108.0,341.0,0.29951552
BMW,Hatchback,UKL,Nachhaltig,Praktisch,Klein,-417.0,-137.0,-704.0,-101.0,-714.0,200.0,-607.0,483.0,-64.0,724.0,925.0,1200.0,1542.0,1240.0,2455.0,1192.0,2875.0,1068.0,3179.0,772.0,3216.0,700.0,3291.0,112.0,3261.0,-30.0,2997.0,-86.0,2570.0,1.0,2149.0,-161.0,475.0,-173.0,552.0,42.0,1362.0,332.0,1642.0,39.0,2108.0,331.0,0.3002371
BMW,Sports Car/Super Car,GKL,Sportlich,Aerodynamisch,Nachhaltig,-372.0,-191.0,-804.0,-174.0,-960.0,-136.0,-957.0,231.0,291.0,559.0,1150.0,906.0,1667.0,961.0,2242.0,912.0,2475.0,866.0,3578.0,596.0,3655.0,567.0,3710.0,89.0,3657.0,-47.0,3193.0,-169.0,2800.0,0.0,2428.0,-203.0,362.0,-203.0,537.0,-119.0,1418.0,75.0,1735.0,-165.0,2092.0,148.0,0.26201713
MINI,Hatchback,UKL,Praktisch,Hochqualitativ,Klein,-373.0,-136.0,-513.0,-104.0,-668.0,204.0,-564.0,437.0,267.0,631.0,749.0,1043.0,1838.0,1147.0,2484.0,1130.0,2965.0,1019.0,3115.0,712.0,3146.0,643.0,3269.0,220.0,3256.0,-28.0,2981.0,-37.0,2547.0,0.0,2192.0,-130.0,374.0,-130.0,548.0,-45.0,1386.0,217.0,1712.0,-55.0,2171.0,237.0,0.3352222
