B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,manufacturer,type,class,buzzwords,drag_coeff
-419.0,-102.0,-815.0,58.0,-810.0,500.0,-689.0,656.0,489.0,857.0,1190.0,1213.0,1999.0,1314.0,2724.0,1270.0,3005.0,1173.0,3412.0,943.0,3487.0,887.0,3562.0,343.0,3547.0,69.0,3216.0,-72.0,2784.0,0.0,2355.0,-188.0,453.0,-186.0,764.0,38.0,1483.0,415.0,1811.0,116.0,2279.0,493.0,57,0,1,2;5;9,0.26954928
-419.0,-61.0,-826.0,25.0,-832.0,211.0,-819.0,531.0,306.0,824.0,1016.0,1207.0,1799.0,1308.0,2823.0,1250.0,3008.0,1165.0,3287.0,920.0,3402.0,816.0,3481.0,316.0,3435.0,48.0,3128.0,-24.0,2704.0,0.0,2266.0,-123.0,442.0,-115.0,628.0,90.0,1370.0,448.0,1595.0,99.0,2195.0,445.0,68,0,1,2;5;9,0.28814608
-411.0,-93.0,-796.0,-18.0,-795.0,206.0,-711.0,549.0,230.0,816.0,1028.0,1194.0,1735.0,1265.0,2738.0,1204.0,2982.0,1100.0,3277.0,849.0,3347.0,772.0,3433.0,185.0,3371.0,3.0,3199.0,-30.0,2783.0,0.0,2359.0,-76.0,409.0,-78.0,495.0,64.0,1354.0,334.0,1669.0,37.0,2157.0,356.0,69,0,1,0;2;5,0.29971105
-450.0,-38.0,-854.0,36.0,-885.0,313.0,-721.0,750.0,-29.0,928.0,682.0,1324.0,2626.0,1540.0,3652.0,1501.0,3685.0,1448.0,3805.0,976.0,3829.0,838.0,3894.0,254.0,3811.0,59.0,3420.0,-12.0,2970.0,0.0,2518.0,-31.0,444.0,-40.0,539.0,238.0,1339.0,543.0,1651.0,254.0,2146.0,563.0,69,2,1,0;2;5,0.321728
-333.0,-55.0,-455.0,-51.0,-456.0,361.0,-413.0,650.0,121.0,850.0,736.0,1271.0,1599.0,1395.0,2568.0,1348.0,2726.0,1232.0,2845.0,964.0,2914.0,751.0,2933.0,213.0,2920.0,26.0,2840.0,-5.0,2523.0,0.0,2178.0,-65.0,340.0,-71.0,420.0,166.0,1235.0,437.0,1498.0,127.0,1985.0,467.0,69,1,1,1;5;9,0.35333383
-385.0,-98.0,-848.0,-56.0,-865.0,278.0,-754.0,468.0,368.0,719.0,1076.0,1063.0,1906.0,1176.0,2379.0,1137.0,2563.0,1089.0,3161.0,812.0,3617.0,773.0,3707.0,341.0,3665.0,22.0,3095.0,-93.0,2704.0,0.0,2323.0,-122.0,371.0,-109.0,588.0,-1.0,1425.0,271.0,1722.0,-34.0,2238.0,274.0,69,4,1,0;4;5,0.22007042
-324.0,-71.0,-662.0,-39.0,-642.0,308.0,-550.0,510.0,260.0,764.0,939.0,1117.0,1620.0,1191.0,2398.0,1152.0,2634.0,1015.0,2840.0,759.0,2949.0,443.0,3047.0,314.0,3044.0,64.0,2810.0,-19.0,2463.0,0.0,2129.0,-75.0,350.0,-71.0,473.0,-3.0,1317.0,264.0,1596.0,-26.0,2048.0,293.0,69,1,0,0;1;5,0.3397472
-460.0,-52.0,-787.0,18.0,-855.0,417.0,-761.0,584.0,338.0,829.0,1128.0,1222.0,1907.0,1302.0,2923.0,1251.0,3120.0,1170.0,3620.0,925.0,3731.0,862.0,3796.0,368.0,3723.0,111.0,3350.0,-4.0,2891.0,0.0,2421.0,-45.0,471.0,-68.0,599.0,87.0,1385.0,409.0,1690.0,27.0,2230.0,404.0,70,7,1,0;2;5,0.25105146
-415.0,-161.0,-650.0,-73.0,-654.0,222.0,-585.0,492.0,223.0,789.0,1163.0,1196.0,1903.0,1295.0,2927.0,1209.0,3279.0,1015.0,3467.0,811.0,3543.0,738.0,3638.0,335.0,3630.0,13.0,3380.0,-129.0,2940.0,0.0,2502.0,-132.0,428.0,-161.0,700.0,39.0,1474.0,365.0,1754.0,46.0,2380.0,355.0,70,1,1,0;5;9,0.24041887
-395.0,-131.0,-838.0,-73.0,-831.0,249.0,-744.0,414.0,308.0,669.0,1079.0,1027.0,1860.0,1119.0,2403.0,1088.0,2645.0,1044.0,3369.0,805.0,3754.0,735.0,3833.0,399.0,3762.0,48.0,3188.0,-71.0,2795.0,0.0,2392.0,-113.0,390.0,-138.0,539.0,-68.0,1409.0,202.0,1704.0,-93.0,2341.0,219.0,70,4,1,0;4;5,0.20864461
-353.0,-69.0,-542.0,-2.0,-512.0,228.0,-388.0,529.0,219.0,770.0,948.0,1160.0,1795.0,1250.0,2524.0,1202.0,2668.0,1129.0,2853.0,838.0,2910.0,513.0,3011.0,196.0,2984.0,74.0,2917.0,13.0,2559.0,0.0,2188.0,-57.0,370.0,-86.0,532.0,74.0,1353.0,343.0,1610.0,32.0,2117.0,352.0,70,1,0,0;1;5,0.34465557
-467.0,-80.0,-801.0,45.0,-788.0,500.0,-683.0,657.0,355.0,855.0,1057.0,1273.0,2255.0,1381.0,3143.0,1333.0,3317.0,1275.0,3702.0,954.0,3796.0,852.0,3913.0,322.0,3851.0,83.0,3443.0,-48.0,2985.0,0.0,2522.0,-52.0,453.0,-72.0,767.0,110.0,1537.0,438.0,1833.0,128.0,2393.0,490.0,70,0,1,0;2;5,0.25904885
-354.0,-91.0,-640.0,-67.0,-627.0,237.0,-540.0,431.0,172.0,726.0,884.0,1108.0,1660.0,1187.0,2391.0,1145.0,2623.0,1058.0,2828.0,717.0,2873.0,426.0,2952.0,90.0,2896.0,-25.0,2817.0,-6.0,2473.0,0.0,2120.0,-91.0,359.0,-114.0,473.0,-38.0,1229.0,297.0,1439.0,-54.0,2068.0,319.0,25,1,0,0;1;5,0.35926533
-390.0,-104.0,-780.0,10.0,-770.0,399.0,-692.0,571.0,320.0,802.0,1037.0,1231.0,2001.0,1329.0,2948.0,1284.0,3103.0,1193.0,3477.0,892.0,3530.0,833.0,3600.0,293.0,3591.0,139.0,3206.0,-51.0,2786.0,0.0,2340.0,-79.0,439.0,-105.0,692.0,35.0,1412.0,411.0,1729.0,91.0,2297.0,450.0,25,0,1,0;2;5,0.27043736
-381.0,-114.0,-744.0,-88.0,-857.0,92.0,-795.0,397.0,269.0,678.0,988.0,1056.0,1846.0,1156.0,2423.0,1123.0,2663.0,1070.0,3417.0,811.0,3759.0,760.0,3824.0,142.0,3753.0,25.0,3141.0,-67.0,2749.0,0.0,2364.0,-83.0,382.0,-114.0,427.0,-16.0,1272.0,234.0,1789.0,-64.0,2251.0,203.0,25,4,1,0;4;5,0.21392107
-470.0,-149.0,-760.0,-29.0,-802.0,233.0,-696.0,641.0,280.0,830.0,1190.0,1249.0,2213.0,1365.0,3344.0,1324.0,3757.0,1229.0,4089.0,932.0,4162.0,867.0,4204.0,438.0,4186.0,172.0,3697.0,-75.0,3253.0,0.0,2784.0,-95.0,470.0,-131.0,693.0,83.0,1473.0,425.0,1868.0,85.0,2516.0,445.0,25,0,1,2;5;9,0.23018181
-424.0,-128.0,-762.0,-41.0,-778.0,249.0,-744.0,514.0,390.0,787.0,1135.0,1175.0,1919.0,1263.0,2567.0,1233.0,2979.0,1151.0,3713.0,853.0,3815.0,800.0,3868.0,449.0,3708.0,-27.0,3470.0,-95.0,3041.0,0.0,2589.0,-128.0,453.0,-133.0,665.0,-28.0,1535.0,329.0,1879.0,-21.0,2457.0,337.0,25,7,1,4;5;9,0.2783116
-447.0,-217.0,-820.0,-69.0,-820.0,262.0,-610.0,449.0,365.0,674.0,1263.0,1106.0,2047.0,1154.0,2765.0,1095.0,2997.0,1045.0,3702.0,795.0,3984.0,712.0,4064.0,287.0,3988.0,-87.0,3642.0,-168.0,3199.0,0.0,2750.0,-233.0,441.0,-232.0,788.0,44.0,1629.0,283.0,2004.0,15.0,2608.0,310.0,60,6,1,4;5;9,0.24767599
-404.0,-92.0,-905.0,-42.0,-917.0,170.0,-759.0,557.0,291.0,762.0,1093.0,1137.0,1798.0,1220.0,2876.0,1172.0,3097.0,1075.0,3395.0,851.0,3473.0,772.0,3561.0,215.0,3499.0,23.0,3186.0,-36.0,2765.0,0.0,2346.0,-74.0,410.0,-69.0,572.0,8.0,1354.0,324.0,1625.0,-16.0,2183.0,330.0,71,0,1,0;2;5,0.29493275
-374.0,-121.0,-893.0,-68.0,-945.0,161.0,-820.0,484.0,265.0,689.0,1050.0,1072.0,1819.0,1165.0,3002.0,1107.0,3258.0,1001.0,3605.0,734.0,3685.0,687.0,3739.0,241.0,3668.0,11.0,3097.0,-78.0,2713.0,0.0,2343.0,-132.0,384.0,-132.0,589.0,19.0,1405.0,317.0,1660.0,8.0,2236.0,311.0,71,5,1,0;2;5,0.25620982
-389.0,-125.0,-868.0,-50.0,-870.0,211.0,-732.0,489.0,261.0,703.0,1095.0,1068.0,1805.0,1160.0,2310.0,1125.0,2620.0,1058.0,3240.0,829.0,3604.0,802.0,3712.0,117.0,3640.0,-39.0,3187.0,-54.0,2797.0,0.0,2413.0,-125.0,399.0,-141.0,550.0,-3.0,1415.0,261.0,1712.0,-31.0,2345.0,274.0,71,4,1,3;4;5,0.22742051
-404.0,-95.0,-901.0,-48.0,-913.0,199.0,-756.0,553.0,333.0,768.0,1090.0,1137.0,1825.0,1235.0,2850.0,1175.0,3079.0,1074.0,3393.0,840.0,3458.0,781.0,3545.0,230.0,3483.0,37.0,3169.0,-25.0,2753.0,0.0,2331.0,-63.0,410.0,-70.0,569.0,57.0,1353.0,368.0,1799.0,31.0,2352.0,380.0,71,0,1,0;2;5,0.29908675
-349.0,-98.0,-623.0,-7.0,-636.0,238.0,-515.0,501.0,189.0,750.0,876.0,1161.0,1667.0,1262.0,2460.0,1216.0,2589.0,1151.0,2801.0,835.0,2880.0,504.0,2967.0,275.0,2950.0,17.0,2876.0,-9.0,2540.0,0.0,2176.0,-75.0,363.0,-91.0,489.0,120.0,1309.0,398.0,1583.0,81.0,2083.0,400.0,72,1,0,0;1;5,0.36272496
-358.0,-59.0,-553.0,16.0,-552.0,304.0,-525.0,512.0,311.0,774.0,876.0,1163.0,1682.0,1264.0,2406.0,1222.0,2641.0,1148.0,2899.0,869.0,2982.0,785.0,3052.0,399.0,3032.0,82.0,2902.0,26.0,2542.0,0.0,2175.0,-28.0,379.0,-45.0,434.0,118.0,1261.0,391.0,1656.0,76.0,2156.0,398.0,72,1,0,0;1;7,0.3258171
-355.0,-91.0,-579.0,-44.0,-615.0,321.0,-514.0,567.0,243.0,750.0,877.0,1165.0,1822.0,1275.0,2509.0,1245.0,2576.0,1216.0,2955.0,905.0,3050.0,842.0,3085.0,206.0,3024.0,24.0,2931.0,27.0,2549.0,0.0,2168.0,-54.0,372.0,-82.0,535.0,10.0,1282.0,359.0,1584.0,-3.0,2087.0,381.0,72,0,0,0;1;5,0.3424757
-343.0,-63.0,-430.0,-39.0,-466.0,291.0,-357.0,756.0,45.0,841.0,391.0,1338.0,1804.0,1480.0,2737.0,1426.0,2808.0,1345.0,2859.0,899.0,2887.0,666.0,2934.0,179.0,2931.0,50.0,2868.0,-4.0,2534.0,0.0,2182.0,-91.0,361.0,-93.0,369.0,205.0,1184.0,488.0,1422.0,160.0,1950.0,505.0,72,1,0,0;1;12,0.32924107
-374.0,-121.0,-779.0,-91.0,-791.0,375.0,-646.0,502.0,134.0,702.0,702.0,1082.0,1389.0,1189.0,2419.0,1141.0,2599.0,1050.0,2884.0,758.0,2975.0,712.0,3089.0,233.0,3062.0,-42.0,2881.0,-63.0,2508.0,0.0,2139.0,-123.0,365.0,-135.0,405.0,48.0,1234.0,318.0,1503.0,-1.0,1996.0,344.0,72,1,0,0;1;7,0.33716476
-398.0,-83.0,-733.0,-6.0,-706.0,336.0,-636.0,549.0,204.0,769.0,937.0,1102.0,1706.0,1217.0,2672.0,1142.0,2777.0,1080.0,3116.0,828.0,3212.0,753.0,3233.0,157.0,3152.0,-34.0,3090.0,-36.0,2702.0,0.0,2296.0,-109.0,410.0,-108.0,542.0,97.0,1379.0,345.0,1669.0,62.0,2170.0,375.0,73,1,1,0;5;7,0.2844061
-427.0,-58.0,-701.0,55.0,-685.0,431.0,-633.0,617.0,306.0,825.0,1100.0,1219.0,1766.0,1303.0,2407.0,1261.0,2621.0,1190.0,3349.0,979.0,3540.0,868.0,3587.0,231.0,3503.0,114.0,3172.0,9.0,2756.0,0.0,2315.0,-29.0,438.0,-50.0,666.0,110.0,1450.0,427.0,1724.0,90.0,2281.0,440.0,73,7,1,2;5;9,0.27640608
-374.0,-26.0,-711.0,157.0,-685.0,453.0,-612.0,633.0,227.0,805.0,1023.0,1200.0,1711.0,1318.0,2681.0,1205.0,2873.0,1109.0,3146.0,898.0,3244.0,805.0,3269.0,327.0,3212.0,65.0,3022.0,27.0,2617.0,0.0,2221.0,-35.0,418.0,-38.0,653.0,56.0,1400.0,415.0,1672.0,64.0,2212.0,472.0,73,0,1,0;2;5,0.23334734
-373.0,-31.0,-713.0,52.0,-708.0,338.0,-654.0,540.0,131.0,799.0,945.0,1225.0,1623.0,1305.0,2455.0,1252.0,2614.0,1147.0,2855.0,892.0,2960.0,781.0,3037.0,354.0,2999.0,83.0,2924.0,29.0,2542.0,0.0,2170.0,-9.0,375.0,-25.0,439.0,142.0,1263.0,415.0,1540.0,100.0,2042.0,419.0,73,1,0,0;1;5,0.3043959
-488.0,-104.0,-883.0,-26.0,-885.0,269.0,-828.0,622.0,465.0,926.0,1161.0,1331.0,1948.0,1433.0,3210.0,1360.0,3367.0,1279.0,3737.0,1046.0,3869.0,959.0,3949.0,255.0,3948.0,91.0,3537.0,-65.0,3058.0,0.0,2568.0,-73.0,493.0,-86.0,644.0,63.0,1526.0,432.0,2043.0,77.0,2625.0,431.0,63,0,1,0;2;5,0.28548697
-471.0,-106.0,-887.0,-56.0,-873.0,301.0,-798.0,569.0,598.0,863.0,1240.0,1193.0,1895.0,1271.0,3203.0,1189.0,3373.0,1100.0,3672.0,946.0,3776.0,870.0,3864.0,264.0,3802.0,14.0,3511.0,-19.0,3053.0,0.0,2581.0,-94.0,465.0,-77.0,673.0,-47.0,1559.0,324.0,1908.0,-32.0,2491.0,324.0,63,0,1,0;2;5,0.28123578
-417.113468207464,-117.101127102065,-784.300070293374,-82.589092265714,-812.4965719976051,246.702379306703,-719.426045611244,474.137922821014,104.831259083128,712.8479855093019,905.046549546216,1088.565917960924,1772.570168901611,1187.800000001509,2319.657468072827,1166.571498705669,2852.617782037476,1058.810484145442,3183.40094514928,757.814885832958,3252.700424141858,634.609828999574,3338.656311311563,153.68402000966998,3204.212749105064,-16.992332051261002,2967.71215177681,-55.170516981221006,2537.999999999999,0.0,2118.2599492343497,-107.306146664031,413.798251862865,-128.325079715032,503.110960109431,-20.680803383714,1318.74474059388,263.731682830652,1555.848430843931,-63.648836554783,2081.545980834073,279.64787812070404,1,0,0,0;1;2;3;9;10;12;14,0.3661349264656534
-391.491937174467,-142.249136227696,-620.829825167574,-125.43678504759,-775.000000003966,248.233720874417,-705.948196988232,375.590946631876,88.466493671683,690.52702715252,885.366825356987,1058.999993716205,1548.142700110258,1142.515767910828,2391.658699300614,1093.768861069615,2628.61489413187,1015.1040897409108,3013.7295663781088,682.8712359224161,3112.702279288242,519.968990906812,3188.552943770276,161.464433225373,3163.444131218049,-40.498611388562,2953.37487654262,-42.358178908333,2539.0,0.0,2144.9748720116468,-135.073876615369,393.365541465838,-136.982861765371,486.197121837463,-32.576913135497,1314.297136224603,243.405684909906,1610.6591604185828,-65.53534236214401,2084.3336299515813,249.87579539324105,0,0,0,2;5;8;9;10;14,0.3219818542655573
-392.481254900212,-125.816341840832,-618.45874260738,-107.933144726,-774.869876462111,264.541274687906,-707.55848959929,378.118246121708,89.228488062133,705.874233978371,886.480625765898,1073.448217981563,1571.699187273814,1156.2275183247862,2382.411852207532,1107.879781005101,2629.589127755997,1027.638632134128,3014.359906070298,695.814702687558,3112.967832713264,542.19177689967,3188.577161811744,178.040021220936,3167.268584444608,-23.821617239679,2951.091295196531,-29.584359649861,2539.999999999999,0.0,2146.296742930037,-121.938643156129,393.708882250152,-121.920479656172,484.97501391256,-17.108883829615,1313.712611829664,257.508440699269,1585.831626351617,-59.318489541856,2084.496341348703,263.05456165916604,0,0,0,2;12;14,0.3225253561389797
-396.222936731417,-166.878521814742,-774.68383766779,-141.149928388295,-829.000000004148,200.215057978112,-744.817883709914,481.613316574598,47.684574899139,761.908671175456,699.857134074436,1210.596133375275,1692.470248599037,1338.750000001657,2444.530032132844,1317.086101065323,2867.1547523635577,1217.35230997285,3171.754323728162,856.8514809415831,3268.603854453641,746.681451363024,3317.857664755401,124.662116758579,3222.550774604795,-22.603958235925,3040.9775235285542,-58.173929587236,2614.999999999999,0.0,2209.469452966588,-142.779662620148,405.52868389368,-142.784954300518,514.570377895184,-5.630183867432,1259.305380639379,351.6386538022,1533.047416594082,1.829698250092,2067.9985937234183,407.941750911947,1,1,0,1;2;3;4;6;7;8;9;11;12;13,0.3792673382534041
-435.105805204548,-160.165169379436,-802.388916006762,-125.694465454961,-915.00000000442,230.67751357789905,-904.289878792645,353.845572709008,346.92917338837896,648.663990164902,1013.259809388198,1006.873744241069,1890.871953012288,1100.800000001428,2591.6215842935467,1069.399193460965,3014.929758745758,945.1384981251168,3367.616169780248,670.2703501479959,3418.709376654331,587.911942643202,3503.954509333872,192.896727512708,3338.096980272679,-70.320184646969,3178.282950498444,-110.522430734475,2727.999999999999,0.0,2303.839278587263,-187.236816934246,424.161664640684,-187.234680159113,580.910796370252,-73.098568028861,1425.593044714649,179.814128000021,1718.424048835702,-112.415395984873,2223.7395274623373,199.016400566508,0,1,1,2;3;8;11,0.3301020877702206
-435.070284157012,-131.598111714964,-903.522388372044,-71.499646626389,-915.9222182068992,255.327878931433,-904.619669810913,377.2624785051031,346.26483925206804,676.452221223631,1010.382219910718,1035.4843393454648,1880.8854979270257,1131.766623437935,2581.464851661661,1102.9728625964922,3012.669559889156,978.932017360666,3365.939724271146,704.850965792574,3417.05137319281,621.64680567037,3503.272595741843,228.047447826961,3476.299271125399,49.227939564356994,3176.6321007562583,-72.137118808301,2728.862306826048,6.006510536028,2303.781154478088,-154.960035932292,425.784390635794,-159.097039112336,580.985561655714,-44.609593601765,1425.079794341219,210.144798919483,1718.542610880324,-81.425112436331,2223.142111887264,231.097963372142,2,1,1,1;3;4;5;6;9;13;14,0.3248883365465658
-430.874034059215,-157.140991519053,-742.535420477474,-114.552111585763,-808.000000003955,29.583346109727,-747.5745954542859,376.7942771806301,177.01125588577398,643.511110192401,802.939654774861,1015.272657176248,1554.723876706094,1105.8987089104492,2280.91749299584,1067.3384736444468,2525.847543179849,982.574290099164,2899.766882827818,696.811617825282,3063.237367454076,554.154909754443,3146.000000003955,207.49526977539105,2954.1545108588816,-73.261950534574,2917.3255105269564,-75.811324804292,2465.0,0.0,2029.341260331276,-143.342900041514,435.654188910975,-143.356730314181,461.738533973722,-61.086065965196,1299.879806048219,197.96573473234,1584.821330692341,-89.137646068135,2029.223399789851,229.649633697766,3,0,1,0;1;3;4;6;8;10;13,0.3496359551266575
-431.68300547571096,-152.185632059545,-740.633960410762,-124.084745873678,-806.6217857539359,29.585533365477,-747.5745954542859,374.2942771806301,177.01125588577398,641.011110192401,802.939654774861,1012.772657176249,1554.723876706094,1103.3987089104492,2272.325609226129,1049.755959027471,2449.434214294346,978.008166987804,2886.791081725105,702.4475207324081,3063.237367454076,551.654909754443,3146.000000003955,204.99526977539105,3077.0647572607,-37.424417514335,2918.390224162658,-62.8330204243,2465.0,0.0,2030.300679530622,-143.34289171552,434.694754176214,-143.35673864031,461.921004612526,-61.013631986975,1298.829960080693,197.983302857494,1583.966555665268,-88.959902834033,2028.366735685392,229.83723788221693,0,0,1,3;4;8;9,0.3451801470821202
-411.381007535813,-210.323169203113,-794.996352879343,-148.95996530421,-902.000000004352,-67.660606384277,-828.037658613046,333.95829264370104,224.189747020103,630.337995718522,967.452465171974,987.398477408638,1769.302798301915,1084.551743548928,2487.514649078479,1046.150397391818,2871.037959218847,934.515637257836,3224.090432888705,689.327058955667,3372.737357082719,556.681106918271,3448.609122980831,107.969934519154,3276.474462184256,-81.417381538806,3079.7114497888297,-114.125486166782,2631.999999999998,0.0,2207.644137309147,-182.735521080946,424.353138037489,-182.741848252002,533.406847908242,-85.33200624205101,1381.353433212582,161.271272477263,1693.905425308355,-122.11699020887,2183.9269698872613,187.240675591392,2,0,0,1;3;4;5;6;7;8;9;11;13,0.3117479340616965
-421.047552766923,-111.916833063866,-805.50552141889,-74.569509186623,-862.5978520514191,-28.460956706048,-774.052698748268,387.973505740649,330.199630353717,692.089365650949,984.911523222724,1041.539457699402,1768.100565258209,1123.407672887899,2525.073237076241,1096.2269858657849,2847.920569831408,1022.06606138847,3246.154547887351,734.763546642347,3363.147727539236,570.353440061842,3440.076637194654,265.034679731209,3339.6578632080177,-45.165110760672,3067.55946666631,-62.968131389844,2636.46652813468,0.0024773274289999,2218.785696488964,-123.889177314047,417.677303669294,-123.903548026715,527.701107845588,-40.624052670599,1369.886288307544,215.51882482433905,1650.113398969391,-84.870682360307,2177.560841650699,232.788380469403,0,2,1,0;4;6;8;10;13,0.3305946708977389
-433.800607815388,-123.7831799277,-865.858050701384,-79.24073157317301,-854.268202736414,102.173917031594,-708.9271235117541,463.026457895089,415.655243005197,651.791572628228,1153.817128050123,1031.107931293669,2016.6040282168192,1116.527287443672,2647.929934821144,1092.2623801458951,3221.0899699963,1000.539002030649,3662.148842295468,672.561812200371,3764.286012567218,556.375298738097,3839.056028098268,192.138569002965,3755.738375859136,-6.571223245877,3251.492264095362,-81.86114584060999,2807.8628465200472,-0.018718971658,2370.22885079173,-109.479802270154,433.90968409068097,-123.400279685009,646.136435413051,-51.985243809929,1486.81343759722,199.301919099166,1764.772890839596,-101.567940938767,2304.7863397214182,198.765601436453,0,1,1,0;1;3;4;6;8;10;11,0.3738981103698505
-425.063293425248,-204.798512037975,-799.52191230727,-146.72232394030902,-916.000000004937,183.769683837891,-854.728362077552,352.096780250574,407.836700922448,625.705789250574,1138.046539922449,1002.517800250574,2069.7965399224468,1106.719827250575,2776.1181538040687,1085.107267431477,3344.3866279224503,971.316751250574,3856.516510922448,683.307839250574,3959.546783922449,518.902810250574,4020.000000004936,98.949391590611,3961.056549922449,-47.820211749426,3379.171367470884,-124.258843488793,2924.0,-0.0,2498.151228571328,-203.160177749426,425.848771428671,-203.160177749426,632.076691922447,-78.030172749426,1484.9366769224491,161.399819250574,1777.316559922449,-137.460226749426,2369.906647922448,168.279763250573,0,0,1,0;1;2;6;10;12;14,0.3160914031404832
-419.524109188686,-140.126976003708,-846.107261633019,-84.075365832751,-960.445124270824,170.494018536613,-887.434190546743,377.4743307191041,124.390074240165,676.1272077806921,964.05596812167,1064.075074611179,1728.2000283280158,1157.1375091240038,2487.683108776236,1111.178005353386,2907.289371114695,994.463568475196,3257.826705534518,713.403357882187,3330.218630327595,658.722694743342,3408.905909872721,272.729892922314,3393.976542831791,36.251963513344,3102.49191528666,-41.345398262331,2662.119841543646,-0.011583270468,2244.3384681436883,-145.251975842744,417.772163903188,-145.266880816485,508.183572816811,-50.399638742168,1337.361938568066,220.19949320297687,1597.3422308924362,-74.791948108353,2156.878903262589,234.31436805753,0,1,1,4;5;6;7;8;11;13,0.3116260835806684
-449.146139642396,-117.763700632368,-724.477783293811,-76.759370117448,-821.0000000040781,100.19197845459,-721.468993983863,435.207392265246,55.402429576263,725.0421942205289,913.561415965955,1160.0179978462131,1763.463623053032,1276.454709497356,2482.564376539503,1237.764472387775,2885.531871802942,1139.196650247508,3130.762032911491,835.810057924302,3204.7409353365183,609.4792682891181,3255.387748301764,135.679780363411,3118.91210333864,0.911096601441,2952.862981207903,-36.856540391472,2489.999999999999,0.0,2039.624644904046,-112.971604682284,448.006469592339,-122.027649103413,525.74739605659,-28.493843232309,1288.2226239102,310.229932426064,1503.878233686073,-43.42877222401,2134.915145159812,334.223253257508,0,0,0,3;4;5;7;8;10,0.3587162451645861
-500.73781497244,-76.027609917111,-653.512305405513,-60.799451645084,-857.16564356614,230.201202392417,-670.288572022384,624.400752819102,415.393630124614,829.928041868955,1160.801959402114,1287.3889017149488,2243.984057405527,1378.95528473844,2772.9577646953253,1371.817166872535,3289.406806299598,1263.8771792597302,3700.25580990205,901.7243798248,3729.95190996638,790.325589477322,3802.595894408,340.845250363765,3674.385996640554,17.946490769466,3325.143247129088,-32.827540094327,2819.7303896305443,-0.019000226803,2325.70824912692,-111.646422956613,492.969328048941,-116.188632903817,812.791248649742,113.114716775921,1601.909721050152,425.354480314853,1874.524579815981,121.156138200364,2405.636577809427,459.921465987196,4,7,2,0;1;2;7;8;10;12;13,0.3781202485520739
-468.55601961591896,-98.874797729361,-692.2061374447301,-82.375829776324,-791.126359421728,179.342181046132,-716.097349968254,517.517430348792,509.486174621955,725.483177865262,1187.0922474337192,1152.392250725246,1895.63659394375,1241.043669660217,2637.234227775832,1219.331737655134,3134.086928360395,1105.224863509653,3539.359795573552,828.771900009208,3581.640275962322,752.753086761958,3662.671114780093,226.5580639071,3639.782499642872,85.90567811458399,3238.647412631346,9.452017041565,2759.86631495118,-0.015276579704,2293.281409167846,-107.809037250198,466.581630638584,-107.807936140971,697.056996170755,-9.730497681307,1512.6345780545162,275.36372790008,1762.753402396662,-44.883054291553,2294.104137456648,276.637849071486,0,0,1,0;1;3;4;7;8;9;10;14,0.4183953899549613
-434.530017790747,-118.306957750525,-714.726684225837,-71.346617392218,-751.6137135511201,149.219368288198,-676.127321765337,430.868469969099,476.835454564297,657.240034650696,1152.819606646004,1043.586859810288,1915.816925574366,1135.041087763389,2559.907952110597,1106.938647568954,3082.653905038336,1017.941662203676,3353.140105547156,719.9614616479461,3401.457821154956,679.13569252544,3488.3425308842543,335.984433894278,3458.094392786689,31.733719737439,3108.703483187722,-36.980112066066,2659.877002327556,0.0018117899229999,2227.6529822705606,-126.470592706797,432.225288011858,-126.468071134489,679.0925995353861,-47.210331353318,1520.392904891462,207.9976228727029,1796.1307545091129,-79.20673583304,2254.324206561424,219.931899251195,1,5,0,4;9,0.3431019178827728
-434.549915056711,-118.324921371973,-714.235941059535,-71.492440189115,-751.659308053718,149.23063800252,-677.462919868938,434.6992451521541,476.860497852777,657.279040786343,1153.1737061070571,1043.838622969257,1913.666057413763,1135.109993574865,2555.871334127799,1107.405720735988,3082.838800898288,1018.003428700885,3353.3450692710417,720.005092969909,3401.2171722682856,681.3331489227539,3488.513430560675,337.432695901402,3349.178741520558,-32.65352097853,3107.968442211944,-46.748771512651,2660.028693990832,-0.01123138606,2227.775877559109,-126.47038835114898,432.247334164555,-126.477894515659,679.137764700063,-47.210334323061,1520.533862564958,208.128303682906,1796.246013168206,-79.216320108569,2254.469195783292,219.94338940209,1,0,1,2;4;9,0.3363824954003083
-456.423897803716,-134.49060298859,-675.565064,-110.75,-831.747925,307.63831100419,-722.361939,468.295044,616.014038,671.976074,1294.703979,1043.954102,2323.992595208956,1148.342041,2870.069090014434,1137.075399540753,3528.984008,1020.395996,3924.783813,739.172119000001,4000.553833000002,674.150147,4075.0440669999975,200.008489011802,3994.553833,-17.559936,3435.515923314434,-87.49911188795299,2967.799430030487,-0.024665969512,2512.902628712156,-139.593276082683,449.163934424039,-157.042213405464,781.754027999999,-55.47998,1622.9039300000002,197.98999,1894.883911,-93.98999,2468.854126,197.98999,0,0,0,0;2;12;14,0.3395207375686388
